Ubigeo,Departamento,Year,Variable,Value
160000,LORETO,1819,gdpdep,34462.76
170000,MADRE DE DIOS,1819,gdpdep,35168.00566
180000,MOQUEGUA,1819,gdpdep,23547
190000,PASCO,1819,gdpdep,59912.90958
200000,PIURA,1819,gdpdep,33935
210000,PUNO,1819,gdpdep,87657.43936
220000,SAN MARTIN,1819,gdpdep,33829.06017
230000,TACNA,1819,gdpdep,15203
240000,TUMBES,1819,gdpdep,2453
250000,UCAYALI,1819,gdpdep,48782.51133
10000,AMAZONAS,1820,gdpdep,30568.30791
20000,ANCASH,1820,gdpdep,67455
30000,APURIMAC,1820,gdpdep,55084
40000,AREQUIPA,1820,gdpdep,71769
50000,AYACUCHO,1820,gdpdep,63206
60000,CAJAMARCA,1820,gdpdep,59571.74924
80000,CUSCO,1820,gdpdep,112951.7277
90000,HUANCAVELICA,1820,gdpdep,31144
100000,HUANUCO,1820,gdpdep,21158.03082
110000,ICA,1820,gdpdep,15009
120000,JUNIN,1820,gdpdep,30789.50648
130000,LA LIBERTAD,1820,gdpdep,51417.16335
140000,LAMBAYEQUE,1820,gdpdep,33661
150000,LIMA,1820,gdpdep,140673
160000,LORETO,1820,gdpdep,34019.76
170000,MADRE DE DIOS,1820,gdpdep,34575.00566
180000,MOQUEGUA,1820,gdpdep,22014
190000,PASCO,1820,gdpdep,78356.90958
200000,PIURA,1820,gdpdep,30479
210000,PUNO,1820,gdpdep,87859.43936
220000,SAN MARTIN,1820,gdpdep,29112.06017
230000,TACNA,1820,gdpdep,12573
240000,TUMBES,1820,gdpdep,2111
250000,UCAYALI,1820,gdpdep,48663.51133
10000,AMAZONAS,1821,gdpdep,24965.30791
20000,ANCASH,1821,gdpdep,58312
30000,APURIMAC,1821,gdpdep,48393
40000,AREQUIPA,1821,gdpdep,57553
50000,AYACUCHO,1821,gdpdep,49551
60000,CAJAMARCA,1821,gdpdep,51844.74924
80000,CUSCO,1821,gdpdep,90663.72768
90000,HUANCAVELICA,1821,gdpdep,27480
100000,HUANUCO,1821,gdpdep,16277.03082
110000,ICA,1821,gdpdep,13832
120000,JUNIN,1821,gdpdep,28493.50648
130000,LA LIBERTAD,1821,gdpdep,42413.16335
140000,LAMBAYEQUE,1821,gdpdep,26443
150000,LIMA,1821,gdpdep,102852
160000,LORETO,1821,gdpdep,33765.76
170000,MADRE DE DIOS,1821,gdpdep,33920.00566
180000,MOQUEGUA,1821,gdpdep,19455
190000,PASCO,1821,gdpdep,17213.90958
200000,PIURA,1821,gdpdep,25235
210000,PUNO,1821,gdpdep,76374.43936
220000,SAN MARTIN,1821,gdpdep,23641.06017
230000,TACNA,1821,gdpdep,10927
240000,TUMBES,1821,gdpdep,1667
250000,UCAYALI,1821,gdpdep,48526.51133
10000,AMAZONAS,1822,gdpdep,23441.30791
20000,ANCASH,1822,gdpdep,56745
30000,APURIMAC,1822,gdpdep,45656
40000,AREQUIPA,1822,gdpdep,56041
50000,AYACUCHO,1822,gdpdep,47687
60000,CAJAMARCA,1822,gdpdep,49372.74924
80000,CUSCO,1822,gdpdep,87859.72768
90000,HUANCAVELICA,1822,gdpdep,24704
100000,HUANUCO,1822,gdpdep,15897.03082
110000,ICA,1822,gdpdep,12621
120000,JUNIN,1822,gdpdep,26572.50648
130000,LA LIBERTAD,1822,gdpdep,40596.16335
140000,LAMBAYEQUE,1822,gdpdep,26259
150000,LIMA,1822,gdpdep,101987
160000,LORETO,1822,gdpdep,33584.76
170000,MADRE DE DIOS,1822,gdpdep,33823.00566
180000,MOQUEGUA,1822,gdpdep,17927
190000,PASCO,1822,gdpdep,15834.90958
200000,PIURA,1822,gdpdep,24069
210000,PUNO,1822,gdpdep,72744.43936
220000,SAN MARTIN,1822,gdpdep,23430.06017
230000,TACNA,1822,gdpdep,10207
240000,TUMBES,1822,gdpdep,1618
250000,UCAYALI,1822,gdpdep,48514.51133
10000,AMAZONAS,1823,gdpdep,23817.30791
20000,ANCASH,1823,gdpdep,60407
30000,APURIMAC,1823,gdpdep,47441
40000,AREQUIPA,1823,gdpdep,58754
50000,AYACUCHO,1823,gdpdep,48912
60000,CAJAMARCA,1823,gdpdep,52044.74924
80000,CUSCO,1823,gdpdep,91462.72768
90000,HUANCAVELICA,1823,gdpdep,24341
100000,HUANUCO,1823,gdpdep,16371.03082
110000,ICA,1823,gdpdep,12080
120000,JUNIN,1823,gdpdep,27137.50648
130000,LA LIBERTAD,1823,gdpdep,42430.16335
140000,LAMBAYEQUE,1823,gdpdep,27882
150000,LIMA,1823,gdpdep,106947
160000,LORETO,1823,gdpdep,33572.76
170000,MADRE DE DIOS,1823,gdpdep,33903.00566
180000,MOQUEGUA,1823,gdpdep,18452
190000,PASCO,1823,gdpdep,15574.90958
200000,PIURA,1823,gdpdep,25131
210000,PUNO,1823,gdpdep,77087.43936
220000,SAN MARTIN,1823,gdpdep,23824.06017
230000,TACNA,1823,gdpdep,10015
240000,TUMBES,1823,gdpdep,1669
250000,UCAYALI,1823,gdpdep,48532.51133
10000,AMAZONAS,1824,gdpdep,22935.30791
20000,ANCASH,1824,gdpdep,59072
30000,APURIMAC,1824,gdpdep,44684
40000,AREQUIPA,1824,gdpdep,58651
50000,AYACUCHO,1824,gdpdep,47788
60000,CAJAMARCA,1824,gdpdep,50477.74924
80000,CUSCO,1824,gdpdep,90202.72768
90000,HUANCAVELICA,1824,gdpdep,22435
100000,HUANUCO,1824,gdpdep,16691.03082
110000,ICA,1824,gdpdep,11402
120000,JUNIN,1824,gdpdep,25950.50648
130000,LA LIBERTAD,1824,gdpdep,40797.16335
140000,LAMBAYEQUE,1824,gdpdep,27957
150000,LIMA,1824,gdpdep,109966
160000,LORETO,1824,gdpdep,33566.76
170000,MADRE DE DIOS,1824,gdpdep,33896.00566
180000,MOQUEGUA,1824,gdpdep,17098
190000,PASCO,1824,gdpdep,15151.90958
200000,PIURA,1824,gdpdep,24354
210000,PUNO,1824,gdpdep,73441.43936
220000,SAN MARTIN,1824,gdpdep,24159.06017
230000,TACNA,1824,gdpdep,10003
240000,TUMBES,1824,gdpdep,1635
250000,UCAYALI,1824,gdpdep,48534.51133
10000,AMAZONAS,1825,gdpdep,23892.30791
20000,ANCASH,1825,gdpdep,61994
30000,APURIMAC,1825,gdpdep,45839
40000,AREQUIPA,1825,gdpdep,62815
50000,AYACUCHO,1825,gdpdep,50612
60000,CAJAMARCA,1825,gdpdep,52617.74924
80000,CUSCO,1825,gdpdep,95843.72768
90000,HUANCAVELICA,1825,gdpdep,22528
100000,HUANUCO,1825,gdpdep,17935.03082
110000,ICA,1825,gdpdep,11555
120000,JUNIN,1825,gdpdep,27000.50648
130000,LA LIBERTAD,1825,gdpdep,41565.16335
140000,LAMBAYEQUE,1825,gdpdep,29402
150000,LIMA,1825,gdpdep,119435
160000,LORETO,1825,gdpdep,33757.76
170000,MADRE DE DIOS,1825,gdpdep,34047.00566
180000,MOQUEGUA,1825,gdpdep,17182
190000,PASCO,1825,gdpdep,16113.90958
200000,PIURA,1825,gdpdep,25473
210000,PUNO,1825,gdpdep,76558.43936
220000,SAN MARTIN,1825,gdpdep,25334.06017
230000,TACNA,1825,gdpdep,10790
240000,TUMBES,1825,gdpdep,1731
250000,UCAYALI,1825,gdpdep,48563.51133
10000,AMAZONAS,1826,gdpdep,22571.30791
20000,ANCASH,1826,gdpdep,61691
30000,APURIMAC,1826,gdpdep,46017
40000,AREQUIPA,1826,gdpdep,60947
50000,AYACUCHO,1826,gdpdep,49449
60000,CAJAMARCA,1826,gdpdep,52193.74924
80000,CUSCO,1826,gdpdep,92897.72768
90000,HUANCAVELICA,1826,gdpdep,22259
100000,HUANUCO,1826,gdpdep,16517.03082
110000,ICA,1826,gdpdep,12061
120000,JUNIN,1826,gdpdep,28357.50648
130000,LA LIBERTAD,1826,gdpdep,40545.16335
140000,LAMBAYEQUE,1826,gdpdep,27350
150000,LIMA,1826,gdpdep,111356
160000,LORETO,1826,gdpdep,33892.76
170000,MADRE DE DIOS,1826,gdpdep,33895.00566
180000,MOQUEGUA,1826,gdpdep,16891
190000,PASCO,1826,gdpdep,17787.90958
200000,PIURA,1826,gdpdep,24847
210000,PUNO,1826,gdpdep,80428.43936
220000,SAN MARTIN,1826,gdpdep,23530.06017
230000,TACNA,1826,gdpdep,11032
240000,TUMBES,1826,gdpdep,1676
250000,UCAYALI,1826,gdpdep,48516.51133
10000,AMAZONAS,1827,gdpdep,23312.30791
20000,ANCASH,1827,gdpdep,64369
30000,APURIMAC,1827,gdpdep,46431
40000,AREQUIPA,1827,gdpdep,64217
50000,AYACUCHO,1827,gdpdep,50947
60000,CAJAMARCA,1827,gdpdep,53915.74924
80000,CUSCO,1827,gdpdep,97014.72768
90000,HUANCAVELICA,1827,gdpdep,22177
100000,HUANUCO,1827,gdpdep,17477.03082
110000,ICA,1827,gdpdep,12252
120000,JUNIN,1827,gdpdep,29217.50648
130000,LA LIBERTAD,1827,gdpdep,42228.16335
140000,LAMBAYEQUE,1827,gdpdep,28815
150000,LIMA,1827,gdpdep,118936
160000,LORETO,1827,gdpdep,34033.76
170000,MADRE DE DIOS,1827,gdpdep,34025.00566
180000,MOQUEGUA,1827,gdpdep,16997
190000,PASCO,1827,gdpdep,18491.90958
200000,PIURA,1827,gdpdep,25516
210000,PUNO,1827,gdpdep,83435.43936
220000,SAN MARTIN,1827,gdpdep,24278.06017
230000,TACNA,1827,gdpdep,11488
240000,TUMBES,1827,gdpdep,1724
250000,UCAYALI,1827,gdpdep,48539.51133
10000,AMAZONAS,1828,gdpdep,23366.30791
20000,ANCASH,1828,gdpdep,65453
30000,APURIMAC,1828,gdpdep,45651
40000,AREQUIPA,1828,gdpdep,66367
50000,AYACUCHO,1828,gdpdep,51793
60000,CAJAMARCA,1828,gdpdep,53913.74924
80000,CUSCO,1828,gdpdep,100049.7277
90000,HUANCAVELICA,1828,gdpdep,21831
100000,HUANUCO,1828,gdpdep,18744.03082
110000,ICA,1828,gdpdep,11655
120000,JUNIN,1828,gdpdep,28462.50648
130000,LA LIBERTAD,1828,gdpdep,42734.16335
140000,LAMBAYEQUE,1828,gdpdep,29373
150000,LIMA,1828,gdpdep,126180
160000,LORETO,1828,gdpdep,34035.76
170000,MADRE DE DIOS,1828,gdpdep,34141.00566
180000,MOQUEGUA,1828,gdpdep,16640
190000,PASCO,1828,gdpdep,18303.90958
200000,PIURA,1828,gdpdep,25703
210000,PUNO,1828,gdpdep,81072.43936
220000,SAN MARTIN,1828,gdpdep,25699.06017
230000,TACNA,1828,gdpdep,11835
240000,TUMBES,1828,gdpdep,1738
250000,UCAYALI,1828,gdpdep,48566.51133
10000,AMAZONAS,1829,gdpdep,22195.30791
20000,ANCASH,1829,gdpdep,66768
30000,APURIMAC,1829,gdpdep,46435
40000,AREQUIPA,1829,gdpdep,65396
50000,AYACUCHO,1829,gdpdep,50614
60000,CAJAMARCA,1829,gdpdep,53841.74924
80000,CUSCO,1829,gdpdep,99830.72768
90000,HUANCAVELICA,1829,gdpdep,21275
100000,HUANUCO,1829,gdpdep,17926.03082
110000,ICA,1829,gdpdep,10572
120000,JUNIN,1829,gdpdep,28233.50648
130000,LA LIBERTAD,1829,gdpdep,42102.16335
140000,LAMBAYEQUE,1829,gdpdep,27647
150000,LIMA,1829,gdpdep,119964
160000,LORETO,1829,gdpdep,33806.76
170000,MADRE DE DIOS,1829,gdpdep,34078.00566
180000,MOQUEGUA,1829,gdpdep,17028
190000,PASCO,1829,gdpdep,17514.90958
200000,PIURA,1829,gdpdep,25376
210000,PUNO,1829,gdpdep,83843.43936
220000,SAN MARTIN,1829,gdpdep,24866.06017
230000,TACNA,1829,gdpdep,10869
240000,TUMBES,1829,gdpdep,1690
250000,UCAYALI,1829,gdpdep,48546.51133
10000,AMAZONAS,1830,gdpdep,22495.30791
20000,ANCASH,1830,gdpdep,69466
30000,APURIMAC,1830,gdpdep,46842
40000,AREQUIPA,1830,gdpdep,68308
50000,AYACUCHO,1830,gdpdep,52187
60000,CAJAMARCA,1830,gdpdep,55302.74924
80000,CUSCO,1830,gdpdep,103834.7277
90000,HUANCAVELICA,1830,gdpdep,22304
100000,HUANUCO,1830,gdpdep,19254.03082
110000,ICA,1830,gdpdep,11228
120000,JUNIN,1830,gdpdep,29449.50648
130000,LA LIBERTAD,1830,gdpdep,43954.16335
140000,LAMBAYEQUE,1830,gdpdep,28003
150000,LIMA,1830,gdpdep,126255
160000,LORETO,1830,gdpdep,34042.76
170000,MADRE DE DIOS,1830,gdpdep,34232.00566
180000,MOQUEGUA,1830,gdpdep,17311
190000,PASCO,1830,gdpdep,19434.90958
200000,PIURA,1830,gdpdep,25858
210000,PUNO,1830,gdpdep,85393.43936
220000,SAN MARTIN,1830,gdpdep,25862.06017
230000,TACNA,1830,gdpdep,12118
240000,TUMBES,1830,gdpdep,1711
250000,UCAYALI,1830,gdpdep,48568.51133
10000,AMAZONAS,1831,gdpdep,22353.30791
20000,ANCASH,1831,gdpdep,71131
30000,APURIMAC,1831,gdpdep,47131
40000,AREQUIPA,1831,gdpdep,69775
50000,AYACUCHO,1831,gdpdep,52961
60000,CAJAMARCA,1831,gdpdep,55787.74924
80000,CUSCO,1831,gdpdep,106381.7277
90000,HUANCAVELICA,1831,gdpdep,22902
100000,HUANUCO,1831,gdpdep,19803.03082
110000,ICA,1831,gdpdep,11324
120000,JUNIN,1831,gdpdep,30334.50648
130000,LA LIBERTAD,1831,gdpdep,44407.16335
140000,LAMBAYEQUE,1831,gdpdep,27178
150000,LIMA,1831,gdpdep,127540
160000,LORETO,1831,gdpdep,34158.76
170000,MADRE DE DIOS,1831,gdpdep,34306.00566
180000,MOQUEGUA,1831,gdpdep,17507
190000,PASCO,1831,gdpdep,20843.90958
200000,PIURA,1831,gdpdep,25936
210000,PUNO,1831,gdpdep,87235.43936
220000,SAN MARTIN,1831,gdpdep,26166.06017
230000,TACNA,1831,gdpdep,12811
240000,TUMBES,1831,gdpdep,1712
250000,UCAYALI,1831,gdpdep,48572.51133
10000,AMAZONAS,1832,gdpdep,21426.30791
20000,ANCASH,1832,gdpdep,69733
30000,APURIMAC,1832,gdpdep,45345
40000,AREQUIPA,1832,gdpdep,68485
50000,AYACUCHO,1832,gdpdep,51934
60000,CAJAMARCA,1832,gdpdep,54009.74924
80000,CUSCO,1832,gdpdep,104655.7277
90000,HUANCAVELICA,1832,gdpdep,22943
100000,HUANUCO,1832,gdpdep,19665.03082
110000,ICA,1832,gdpdep,11643
120000,JUNIN,1832,gdpdep,30496.50648
130000,LA LIBERTAD,1832,gdpdep,43840.16335
140000,LAMBAYEQUE,1832,gdpdep,25535
150000,LIMA,1832,gdpdep,124318
160000,LORETO,1832,gdpdep,34273.76
170000,MADRE DE DIOS,1832,gdpdep,34267.00566
180000,MOQUEGUA,1832,gdpdep,16852
190000,PASCO,1832,gdpdep,22363.90958
200000,PIURA,1832,gdpdep,25017
210000,PUNO,1832,gdpdep,85378.43936
220000,SAN MARTIN,1832,gdpdep,25804.06017
230000,TACNA,1832,gdpdep,13554
240000,TUMBES,1832,gdpdep,1651
250000,UCAYALI,1832,gdpdep,48553.51133
10000,AMAZONAS,1833,gdpdep,22503.30791
20000,ANCASH,1833,gdpdep,74392
30000,APURIMAC,1833,gdpdep,47074
40000,AREQUIPA,1833,gdpdep,72998
50000,AYACUCHO,1833,gdpdep,54442
60000,CAJAMARCA,1833,gdpdep,56739.74924
80000,CUSCO,1833,gdpdep,111722.7277
90000,HUANCAVELICA,1833,gdpdep,24156
100000,HUANUCO,1833,gdpdep,21266.03082
110000,ICA,1833,gdpdep,11756
120000,JUNIN,1833,gdpdep,31864.50648
130000,LA LIBERTAD,1833,gdpdep,46323.16335
140000,LAMBAYEQUE,1833,gdpdep,26196
150000,LIMA,1833,gdpdep,132279
160000,LORETO,1833,gdpdep,34400.76
170000,MADRE DE DIOS,1833,gdpdep,34486.00566
180000,MOQUEGUA,1833,gdpdep,17819
190000,PASCO,1833,gdpdep,23666.90958
200000,PIURA,1833,gdpdep,26202
210000,PUNO,1833,gdpdep,89977.43936
220000,SAN MARTIN,1833,gdpdep,27080.06017
230000,TACNA,1833,gdpdep,14298
240000,TUMBES,1833,gdpdep,1713
250000,UCAYALI,1833,gdpdep,48588.51133
10000,AMAZONAS,1834,gdpdep,22911.30791
20000,ANCASH,1834,gdpdep,77245
30000,APURIMAC,1834,gdpdep,47819
40000,AREQUIPA,1834,gdpdep,75319
50000,AYACUCHO,1834,gdpdep,55826
60000,CAJAMARCA,1834,gdpdep,58063.74924
80000,CUSCO,1834,gdpdep,116065.7277
90000,HUANCAVELICA,1834,gdpdep,24943
100000,HUANUCO,1834,gdpdep,22046.03082
110000,ICA,1834,gdpdep,12008
120000,JUNIN,1834,gdpdep,32924.50648
130000,LA LIBERTAD,1834,gdpdep,48535.16335
140000,LAMBAYEQUE,1834,gdpdep,26339
150000,LIMA,1834,gdpdep,135510
160000,LORETO,1834,gdpdep,34499.76
170000,MADRE DE DIOS,1834,gdpdep,34600.00566
180000,MOQUEGUA,1834,gdpdep,18272
190000,PASCO,1834,gdpdep,25023.90958
200000,PIURA,1834,gdpdep,26842
210000,PUNO,1834,gdpdep,93101.43936
220000,SAN MARTIN,1834,gdpdep,27611.06017
230000,TACNA,1834,gdpdep,14890
240000,TUMBES,1834,gdpdep,1741
250000,UCAYALI,1834,gdpdep,48597.51133
10000,AMAZONAS,1835,gdpdep,24285.30791
20000,ANCASH,1835,gdpdep,81087
30000,APURIMAC,1835,gdpdep,48854
40000,AREQUIPA,1835,gdpdep,80131
50000,AYACUCHO,1835,gdpdep,58718
60000,CAJAMARCA,1835,gdpdep,60205.74924
80000,CUSCO,1835,gdpdep,123402.7277
90000,HUANCAVELICA,1835,gdpdep,26071
100000,HUANUCO,1835,gdpdep,24020.03082
110000,ICA,1835,gdpdep,11945
120000,JUNIN,1835,gdpdep,33768.50648
130000,LA LIBERTAD,1835,gdpdep,50706.16335
140000,LAMBAYEQUE,1835,gdpdep,27063
150000,LIMA,1835,gdpdep,145611
160000,LORETO,1835,gdpdep,34643.76
170000,MADRE DE DIOS,1835,gdpdep,34820.00566
180000,MOQUEGUA,1835,gdpdep,18868
190000,PASCO,1835,gdpdep,26268.90958
200000,PIURA,1835,gdpdep,28094
210000,PUNO,1835,gdpdep,95792.43936
220000,SAN MARTIN,1835,gdpdep,29348.06017
230000,TACNA,1835,gdpdep,15824
240000,TUMBES,1835,gdpdep,1816
250000,UCAYALI,1835,gdpdep,48639.51133
10000,AMAZONAS,1836,gdpdep,26473.30791
20000,ANCASH,1836,gdpdep,87865
30000,APURIMAC,1836,gdpdep,51066
40000,AREQUIPA,1836,gdpdep,87590
50000,AYACUCHO,1836,gdpdep,63382
60000,CAJAMARCA,1836,gdpdep,65218.74924
80000,CUSCO,1836,gdpdep,133997.7277
90000,HUANCAVELICA,1836,gdpdep,28364
100000,HUANUCO,1836,gdpdep,27104.03082
110000,ICA,1836,gdpdep,13046
120000,JUNIN,1836,gdpdep,35846.50648
130000,LA LIBERTAD,1836,gdpdep,56651.16335
140000,LAMBAYEQUE,1836,gdpdep,29790
150000,LIMA,1836,gdpdep,162707
160000,LORETO,1836,gdpdep,35026.76
170000,MADRE DE DIOS,1836,gdpdep,35167.00566
180000,MOQUEGUA,1836,gdpdep,19925
190000,PASCO,1836,gdpdep,29029.90958
200000,PIURA,1836,gdpdep,30726
210000,PUNO,1836,gdpdep,100495.4394
220000,SAN MARTIN,1836,gdpdep,31902.06017
230000,TACNA,1836,gdpdep,17901
240000,TUMBES,1836,gdpdep,1940
250000,UCAYALI,1836,gdpdep,48702.51133
10000,AMAZONAS,1837,gdpdep,26802.30791
20000,ANCASH,1837,gdpdep,90812
30000,APURIMAC,1837,gdpdep,51169
40000,AREQUIPA,1837,gdpdep,89135
50000,AYACUCHO,1837,gdpdep,64046
60000,CAJAMARCA,1837,gdpdep,66534.74924
80000,CUSCO,1837,gdpdep,137004.7277
90000,HUANCAVELICA,1837,gdpdep,29197
100000,HUANUCO,1837,gdpdep,27774.03082
110000,ICA,1837,gdpdep,13403
120000,JUNIN,1837,gdpdep,36817.50648
130000,LA LIBERTAD,1837,gdpdep,60906.16335
140000,LAMBAYEQUE,1837,gdpdep,31032
150000,LIMA,1837,gdpdep,164752
160000,LORETO,1837,gdpdep,35143.76
170000,MADRE DE DIOS,1837,gdpdep,35259.00566
180000,MOQUEGUA,1837,gdpdep,20229
190000,PASCO,1837,gdpdep,30618.90958
200000,PIURA,1837,gdpdep,31408
210000,PUNO,1837,gdpdep,102854.4394
220000,SAN MARTIN,1837,gdpdep,32204.06017
230000,TACNA,1837,gdpdep,18542
240000,TUMBES,1837,gdpdep,1949
250000,UCAYALI,1837,gdpdep,48707.51133
10000,AMAZONAS,1838,gdpdep,27065.30791
20000,ANCASH,1838,gdpdep,93337
30000,APURIMAC,1838,gdpdep,51469
40000,AREQUIPA,1838,gdpdep,90333
50000,AYACUCHO,1838,gdpdep,64458
60000,CAJAMARCA,1838,gdpdep,66931.74924
80000,CUSCO,1838,gdpdep,140241.7277
90000,HUANCAVELICA,1838,gdpdep,29942
100000,HUANUCO,1838,gdpdep,28040.03082
110000,ICA,1838,gdpdep,13227
120000,JUNIN,1838,gdpdep,37868.50648
130000,LA LIBERTAD,1838,gdpdep,62377.16335
140000,LAMBAYEQUE,1838,gdpdep,30717
150000,LIMA,1838,gdpdep,163673
160000,LORETO,1838,gdpdep,35157.76
170000,MADRE DE DIOS,1838,gdpdep,35336.00566
180000,MOQUEGUA,1838,gdpdep,20742
190000,PASCO,1838,gdpdep,31930.90958
200000,PIURA,1838,gdpdep,31538
210000,PUNO,1838,gdpdep,106641.4394
220000,SAN MARTIN,1838,gdpdep,32120.06017
230000,TACNA,1838,gdpdep,18520
240000,TUMBES,1838,gdpdep,1963
250000,UCAYALI,1838,gdpdep,48704.51133
10000,AMAZONAS,1839,gdpdep,29097.30791
20000,ANCASH,1839,gdpdep,98296
30000,APURIMAC,1839,gdpdep,52746
40000,AREQUIPA,1839,gdpdep,96837
50000,AYACUCHO,1839,gdpdep,68651
60000,CAJAMARCA,1839,gdpdep,70139.74924
80000,CUSCO,1839,gdpdep,149085.7277
90000,HUANCAVELICA,1839,gdpdep,32011
100000,HUANUCO,1839,gdpdep,31114.03082
110000,ICA,1839,gdpdep,13504
120000,JUNIN,1839,gdpdep,39036.50648
130000,LA LIBERTAD,1839,gdpdep,65875.16335
140000,LAMBAYEQUE,1839,gdpdep,32476
150000,LIMA,1839,gdpdep,179367
160000,LORETO,1839,gdpdep,35495.76
170000,MADRE DE DIOS,1839,gdpdep,35625.00566
180000,MOQUEGUA,1839,gdpdep,21319
190000,PASCO,1839,gdpdep,34424.90958
200000,PIURA,1839,gdpdep,33555
210000,PUNO,1839,gdpdep,108799.4394
220000,SAN MARTIN,1839,gdpdep,34703.06017
230000,TACNA,1839,gdpdep,20532
240000,TUMBES,1839,gdpdep,2084
250000,UCAYALI,1839,gdpdep,48766.51133
10000,AMAZONAS,1840,gdpdep,31650.30791
20000,ANCASH,1840,gdpdep,105437
30000,APURIMAC,1840,gdpdep,55625
40000,AREQUIPA,1840,gdpdep,105174
50000,AYACUCHO,1840,gdpdep,74484
60000,CAJAMARCA,1840,gdpdep,75329.74924
80000,CUSCO,1840,gdpdep,161534.7277
90000,HUANCAVELICA,1840,gdpdep,34640
100000,HUANUCO,1840,gdpdep,34509.03082
110000,ICA,1840,gdpdep,14171
120000,JUNIN,1840,gdpdep,41039.50648
130000,LA LIBERTAD,1840,gdpdep,70714.16335
140000,LAMBAYEQUE,1840,gdpdep,34897
150000,LIMA,1840,gdpdep,197909
160000,LORETO,1840,gdpdep,35887.76
170000,MADRE DE DIOS,1840,gdpdep,35971.00566
180000,MOQUEGUA,1840,gdpdep,22331
190000,PASCO,1840,gdpdep,37479.90958
200000,PIURA,1840,gdpdep,36787
210000,PUNO,1840,gdpdep,113988.4394
220000,SAN MARTIN,1840,gdpdep,37634.06017
230000,TACNA,1840,gdpdep,22685
240000,TUMBES,1840,gdpdep,2271
250000,UCAYALI,1840,gdpdep,48834.51133
10000,AMAZONAS,1841,gdpdep,31281.30791
20000,ANCASH,1841,gdpdep,106060
30000,APURIMAC,1841,gdpdep,55270
40000,AREQUIPA,1841,gdpdep,103982
50000,AYACUCHO,1841,gdpdep,73452
60000,CAJAMARCA,1841,gdpdep,76547.74924
80000,CUSCO,1841,gdpdep,161590.7277
90000,HUANCAVELICA,1841,gdpdep,35760
100000,HUANUCO,1841,gdpdep,33884.03082
110000,ICA,1841,gdpdep,15801
120000,JUNIN,1841,gdpdep,42872.50648
130000,LA LIBERTAD,1841,gdpdep,70066.16335
140000,LAMBAYEQUE,1841,gdpdep,34129
150000,LIMA,1841,gdpdep,192013
160000,LORETO,1841,gdpdep,36015.76
170000,MADRE DE DIOS,1841,gdpdep,35976.00566
180000,MOQUEGUA,1841,gdpdep,22542
190000,PASCO,1841,gdpdep,40325.90958
200000,PIURA,1841,gdpdep,37339
210000,PUNO,1841,gdpdep,117571.4394
220000,SAN MARTIN,1841,gdpdep,36465.06017
230000,TACNA,1841,gdpdep,23147
240000,TUMBES,1841,gdpdep,2257
250000,UCAYALI,1841,gdpdep,48801.51133
10000,AMAZONAS,1842,gdpdep,32257.30791
20000,ANCASH,1842,gdpdep,107350
30000,APURIMAC,1842,gdpdep,54996
40000,AREQUIPA,1842,gdpdep,107172
50000,AYACUCHO,1842,gdpdep,75624
60000,CAJAMARCA,1842,gdpdep,75012.74924
80000,CUSCO,1842,gdpdep,165641.7277
90000,HUANCAVELICA,1842,gdpdep,36825
100000,HUANUCO,1842,gdpdep,35809.03082
110000,ICA,1842,gdpdep,16917
120000,JUNIN,1842,gdpdep,42422.50648
130000,LA LIBERTAD,1842,gdpdep,69102.16335
140000,LAMBAYEQUE,1842,gdpdep,35368
150000,LIMA,1842,gdpdep,200732
160000,LORETO,1842,gdpdep,36104.76
170000,MADRE DE DIOS,1842,gdpdep,36089.00566
180000,MOQUEGUA,1842,gdpdep,22429
190000,PASCO,1842,gdpdep,41553.90958
200000,PIURA,1842,gdpdep,37109
210000,PUNO,1842,gdpdep,116452.4394
220000,SAN MARTIN,1842,gdpdep,38111.06017
230000,TACNA,1842,gdpdep,24217
240000,TUMBES,1842,gdpdep,2350
250000,UCAYALI,1842,gdpdep,48839.51133
10000,AMAZONAS,1843,gdpdep,32913.30791
20000,ANCASH,1843,gdpdep,109897
30000,APURIMAC,1843,gdpdep,55079
40000,AREQUIPA,1843,gdpdep,109092
50000,AYACUCHO,1843,gdpdep,76888
60000,CAJAMARCA,1843,gdpdep,75927.74924
80000,CUSCO,1843,gdpdep,168215.7277
90000,HUANCAVELICA,1843,gdpdep,37663
100000,HUANUCO,1843,gdpdep,37218.03082
110000,ICA,1843,gdpdep,14374
120000,JUNIN,1843,gdpdep,42166.50648
130000,LA LIBERTAD,1843,gdpdep,71760.16335
140000,LAMBAYEQUE,1843,gdpdep,35571
150000,LIMA,1843,gdpdep,204963
160000,LORETO,1843,gdpdep,36216.76
170000,MADRE DE DIOS,1843,gdpdep,36178.00566
180000,MOQUEGUA,1843,gdpdep,22285
190000,PASCO,1843,gdpdep,42541.90958
200000,PIURA,1843,gdpdep,38232
210000,PUNO,1843,gdpdep,115500.4394
220000,SAN MARTIN,1843,gdpdep,39273.06017
230000,TACNA,1843,gdpdep,24889
240000,TUMBES,1843,gdpdep,2430
250000,UCAYALI,1843,gdpdep,48863.51133
10000,AMAZONAS,1844,gdpdep,32577.30791
20000,ANCASH,1844,gdpdep,108600
30000,APURIMAC,1844,gdpdep,53532
40000,AREQUIPA,1844,gdpdep,107980
50000,AYACUCHO,1844,gdpdep,75782
